PolicyNumber,TotalPremium
TXFB-103240,1571.81
TXFB-103241,3173.15
TXFB-103242,2281.03
TXFB-103243,2917.72
TXFB-103244,1782.29
TXFB-103245,840.19
TXFB-103246,1801.18
TXFB-103247,1871.9
TXFB-103248,2152.83
TXFB-103249,816.75
TXFB-103250,3474.21
TXFB-103251,1232.41
TXFB-103252,1095.66
TXFB-103253,2080.41
TXFB-103254,2111.62
TXFB-103255,1819.46
TXFB-103256,2815.68
TXFB-103257,2049.96
TXFB-103258,2329.09
TXFB-103259,2671.24
TXFB-103260,575.08
TXFB-103261,2211.93
TXFB-103262,3152.58
TXFB-103263,552.17
TXFB-103264,1715.55
TXFB-103265,3278.68
TXFB-103266,1559.46
TXFB-103267,1876.19
TXFB-103268,3444.62
TXFB-103269,1097.97
TXFB-103270,695.77
TXFB-103271,3078.27
TXFB-103272,3105.4
TXFB-103273,1916.23
TXFB-103274,2042.62
TXFB-103275,3007.42
TXFB-103276,2696.739909637567
TXFB-103277,1295.45
TXFB-103278,518.599269614212
TXFB-103279,1939.1
TXFB-103280,3076.74
TXFB-103281,3187.5
TXFB-103282,3368.68
TXFB-103283,3138.69
TXFB-103284,2240.13
TXFB-103285,1833.82
TXFB-103286,2824.55
TXFB-103287,2719.46
TXFB-103288,2114.43
TXFB-103289,761.98
TXFB-103290,3278.24
TXFB-103291,1866.81
TXFB-103292,1590.0
TXFB-103293,2388.7
TXFB-103294,2521.51
TXFB-103295,1132.06
TXFB-103296,3010.82
TXFB-103297,1291.7918784827332
TXFB-103298,1060.05
TXFB-103299,1719.2
TXFB-103300,2691.68
TXFB-103301,3396.37
TXFB-103302,2927.84
TXFB-103303,3321.05
TXFB-103304,921.82
TXFB-103305,713.53
TXFB-103306,2173.11
TXFB-103307,1370.89
TXFB-103308,2984.16
TXFB-103309,2515.96
TXFB-103310,3412.18
TXFB-103311,1264.38
TXFB-103312,1957.35
TXFB-103313,2003.72
TXFB-103314,1217.53
TXFB-103315,2270.28
TXFB-103316,1829.86
TXFB-103317,1840.16
TXFB-103318,1588.21
TXFB-103319,550.79
TXFB-103320,2066.29
TXFB-103321,1450.7255442661747
TXFB-103322,503.96
TXFB-103323,1423.83
TXFB-103324,1335.88
TXFB-103325,1680.34
TXFB-103326,895.56
TXFB-103327,2023.05
TXFB-103328,2577.32
TXFB-103329,2390.56
TXFB-103330,2911.26
TXFB-103331,1856.02
TXFB-103332,2057.28
TXFB-103333,2931.21
TXFB-103334,1783.1
TXFB-103335,2604.8
TXFB-103336,1803.81
TXFB-103337,1753.21
TXFB-103338,2780.62
TXFB-103339,1024.51
TXFB-103340,1515.76
TXFB-103341,1172.52
TXFB-103342,1577.33
TXFB-103343,1191.12
TXFB-103344,2190.6547242915367
TXFB-103345,2894.51
TXFB-103346,2859.84
TXFB-103347,1593.5
TXFB-103348,3466.28
TXFB-103349,2281.56
TXFB-103350,1698.2
TXFB-103351,3006.62
TXFB-103352,2689.62
TXFB-103353,2747.83
TXFB-103354,1088.42
TXFB-103355,1904.97
TXFB-103356,3085.48
TXFB-103357,2012.11
TXFB-103358,2550.36
TXFB-103359,2182.7113789607624
TXFB-103360,3027.07
TXFB-103361,1353.68
TXFB-103362,2226.43
TXFB-103363,869.7
TXFB-103364,2570.63
TXFB-103365,2695.9
TXFB-103366,628.51
TXFB-103367,2527.37
TXFB-103368,1744.07
TXFB-103369,872.29
TXFB-103370,1759.72
TXFB-103371,1082.7
TXFB-103372,1746.68
TXFB-103373,1653.02
TXFB-103374,2715.17
TXFB-103375,2822.65
TXFB-103376,2321.09
TXFB-103377,568.06
TXFB-103378,3293.07
TXFB-103379,2558.7
TXFB-103380,602.59
TXFB-103381,2956.5
TXFB-103382,1100.8
TXFB-103383,2237.66
TXFB-103384,1899.9
TXFB-103385,1759.52
TXFB-103386,3169.14
TXFB-103387,1812.08
TXFB-103388,726.03
TXFB-103389,3339.92
TXFB-103390,3261.61
TXFB-103391,2553.3
TXFB-103392,1903.68
TXFB-103393,778.58
TXFB-103394,2872.24
TXFB-103395,726.43
TXFB-103396,705.8
TXFB-103397,2112.15
TXFB-103398,980.38
TXFB-103399,523.19
TXFB-103400,1769.34
TXFB-103401,911.65
TXFB-103402,981.55
TXFB-103403,730.73
TXFB-103404,1115.28
TXFB-103405,2646.45
TXFB-103406,2926.78
TXFB-103407,1857.6
TXFB-103408,2019.66
TXFB-103409,597.97
TXFB-103410,608.3536055456412
TXFB-103411,1272.7
TXFB-103412,2131.7
TXFB-103413,2718.65
TXFB-103414,2315.01
TXFB-103415,1676.38
TXFB-103416,854.97
TXFB-103417,2842.32
TXFB-103418,1591.36
TXFB-103419,2708.16
TXFB-103420,2038.94
TXFB-103421,2715.99
TXFB-103422,3221.87
TXFB-103423,3263.09
TXFB-103424,2105.32
TXFB-103425,2034.53
TXFB-103426,1297.04
TXFB-103427,3307.4
TXFB-103428,1873.76
TXFB-103429,882.77
TXFB-103430,1798.11
TXFB-103431,881.16
TXFB-103432,2007.6
TXFB-103433,2183.83
TXFB-103434,1513.27
TXFB-103435,714.95
TXFB-103436,3330.51
TXFB-103437,2820.06
TXFB-103438,3016.64
TXFB-103439,1600.61
TXFB-103440,2782.49
TXFB-103441,1956.12
TXFB-103442,1103.25
TXFB-103443,873.27
TXFB-103444,1535.15
TXFB-103445,912.66
TXFB-103446,3494.81
TXFB-103447,647.57
TXFB-103448,1823.43
TXFB-103449,1856.28
TXFB-103450,1401.9
TXFB-103451,2214.05
TXFB-103452,949.93
TXFB-103453,2851.74
TXFB-103454,1497.34
TXFB-103455,2274.03
TXFB-103456,2646.92
TXFB-103457,3167.13
TXFB-103458,3007.36
TXFB-103459,2324.93
TXFB-103460,1665.18
TXFB-103461,2009.61
TXFB-103462,2806.2
TXFB-103463,3132.64
TXFB-103464,811.35
TXFB-103465,1654.57
TXFB-103466,2828.35
TXFB-103467,1794.96
TXFB-103468,1496.68
TXFB-103469,1733.97
TXFB-103470,2308.53
TXFB-103471,3499.42
TXFB-103472,1978.98
TXFB-103473,1125.48
TXFB-103474,988.54
TXFB-103475,627.05
TXFB-103476,2176.45
TXFB-103477,2133.72
TXFB-103478,1115.7
TXFB-103479,2585.99
TXFB-103480,2685.967240110229
TXFB-103481,1277.29
TXFB-103482,1532.3
TXFB-103483,3471.42
TXFB-103484,1622.79
TXFB-103485,2782.41
TXFB-103486,1858.18
TXFB-103487,2880.03
TXFB-103488,2807.07
TXFB-103489,2503.27
TXFB-103490,3064.34
TXFB-103491,3317.66
TXFB-103492,2239.95
TXFB-103493,1212.41
TXFB-103494,1695.89
TXFB-103495,2774.92
TXFB-103496,2452.65
TXFB-103497,1033.4
TXFB-103498,653.72
TXFB-103499,2548.88
TXFB-103500,1253.24
TXFB-103501,1999.01
TXFB-103502,2740.24
TXFB-103503,2188.0
TXFB-103504,749.91
TXFB-103505,1056.74
TXFB-103506,1157.98
TXFB-103507,1273.59
TXFB-103508,2196.21
TXFB-103509,2011.9
TXFB-103510,1109.48
TXFB-103511,702.66
TXFB-103512,1014.3
TXFB-103513,3453.14
TXFB-103514,1905.64
TXFB-103515,3102.04
TXFB-103516,3046.26
TXFB-103517,2034.56
TXFB-103518,2620.06
TXFB-103519,1078.26
TXFB-103520,2565.19
TXFB-103521,1317.15
TXFB-103522,2996.19
TXFB-103523,751.17
TXFB-103524,2819.42
TXFB-103525,799.81
TXFB-103526,3143.57
TXFB-103527,1412.61
TXFB-103528,2463.18
TXFB-103529,1962.51
TXFB-103530,1598.91
TXFB-103531,2436.33
TXFB-103532,3342.57
TXFB-103533,623.81
TXFB-103534,3256.56
TXFB-103535,2327.24
TXFB-103536,2921.94
TXFB-103537,1651.62
TXFB-103538,1915.53
TXFB-103539,3106.55
TXFB-103540,1744.54
TXFB-103541,2103.98
TXFB-103542,560.58
TXFB-103543,975.79
TXFB-103544,2425.06
TXFB-103545,2650.93
TXFB-103546,2247.8
TXFB-103547,929.93
TXFB-103548,1836.22
TXFB-103549,1565.28
TXFB-103550,1986.98
TXFB-103551,3110.99
TXFB-103552,2827.58
TXFB-103553,751.97
TXFB-103554,3170.93
TXFB-103555,1915.3
TXFB-103556,2731.59
TXFB-103557,920.12
TXFB-103558,2512.16
TXFB-103559,1208.98
TXFB-103560,1815.14
TXFB-103561,550.59
TXFB-103562,954.83
TXFB-103563,776.24
TXFB-103564,1219.23
TXFB-103565,800.05
TXFB-103566,2575.73
TXFB-103567,587.12
TXFB-103568,2353.22
TXFB-103569,922.12
TXFB-103570,3335.48
TXFB-103571,3299.28
TXFB-103572,1176.51
TXFB-103573,2343.26
TXFB-103574,584.02
TXFB-103575,3295.37
TXFB-103576,2068.96
TXFB-103577,629.67
TXFB-103578,1527.5
TXFB-103579,730.55
TXFB-103580,1678.83
TXFB-103581,2509.78
TXFB-103582,1909.67
TXFB-103583,1651.17
TXFB-103584,857.47
TXFB-103585,1234.82
TXFB-103586,800.43
TXFB-103587,2922.5
TXFB-103588,905.72
TXFB-103589,2286.12
TXFB-103590,1528.22
TXFB-103591,1177.94
TXFB-103592,2347.1788626682182
TXFB-103593,1871.01
TXFB-103594,1700.44
TXFB-103595,2278.56
TXFB-103596,1973.8
TXFB-103597,1410.45
TXFB-103598,2177.18
TXFB-103599,2508.5
TXFB-103600,580.08
TXFB-103601,1897.62
TXFB-103602,673.05
TXFB-103603,1059.22
TXFB-103604,2181.53
TXFB-103605,3098.57
TXFB-103606,3148.42
TXFB-103607,709.83
TXFB-103608,1757.32
TXFB-103609,2249.02
TXFB-103610,941.21
TXFB-103611,2796.3
TXFB-103612,2732.71
TXFB-103613,3210.02
TXFB-103614,525.46
TXFB-103615,1150.05
TXFB-103616,2981.56
TXFB-103617,2511.74
TXFB-103618,3183.17
TXFB-103619,671.54
TXFB-103620,2290.89
TXFB-103621,2207.14
TXFB-103622,607.02
TXFB-103623,2040.57
TXFB-103624,2328.56
TXFB-103625,1051.6101927589825
TXFB-103626,1319.99
TXFB-103627,2421.04
TXFB-103628,1904.9
TXFB-103629,3074.04
TXFB-103630,1527.15
TXFB-103631,1299.98
TXFB-103632,3454.6
TXFB-103633,3233.41
TXFB-103634,586.98
TXFB-103635,2812.19
TXFB-103636,831.0
TXFB-103637,582.46
TXFB-103638,1321.09
TXFB-103639,1308.04
TXFB-103640,2957.96
TXFB-103641,2632.0
TXFB-103642,3444.83
TXFB-103643,2634.54
TXFB-103644,1754.77
TXFB-103645,2596.78
TXFB-103646,3498.38
TXFB-103647,2630.43
TXFB-103648,2785.04
TXFB-103649,3315.1
TXFB-103650,840.95
TXFB-103651,2614.35
TXFB-103652,3052.42
TXFB-103653,3363.14
TXFB-103654,1132.91
TXFB-103655,2011.79
TXFB-103656,2541.66
TXFB-103657,1242.4
TXFB-103658,2301.42
TXFB-103659,1272.74
TXFB-103660,1500.37
TXFB-103661,1824.56
TXFB-103662,2087.57
TXFB-103663,1848.1
TXFB-103664,1979.59
TXFB-103665,1395.77
TXFB-103666,976.9
TXFB-103667,642.05
TXFB-103668,1087.94
TXFB-103669,2215.7598602119792
TXFB-103670,2858.35
TXFB-103671,1007.74
TXFB-103672,825.67
TXFB-103673,2747.87
TXFB-103674,1415.47
TXFB-103675,3354.5
TXFB-103676,2642.95
TXFB-103677,1480.27
TXFB-103678,1368.63
TXFB-103679,2071.1
TXFB-103680,737.43
TXFB-103681,853.03
TXFB-103682,1027.57
TXFB-103683,2824.17
TXFB-103684,2041.57
TXFB-103685,531.7
TXFB-103686,2438.604733786995
TXFB-103687,1771.07
TXFB-103688,2032.56
TXFB-103689,1142.35
TXFB-103690,2155.35
TXFB-103691,3437.46
TXFB-103692,720.33
TXFB-103693,1351.75
TXFB-103694,1228.99
TXFB-103695,1245.65
TXFB-103696,1636.12
TXFB-103697,2954.33
TXFB-103698,3238.58
TXFB-103699,1106.65
TXFB-103700,2128.85
TXFB-103701,2364.265523369557
TXFB-103702,2065.48
TXFB-103703,1802.23
TXFB-103704,1075.93
TXFB-103705,1964.66
TXFB-103706,1703.64
TXFB-103707,2872.0999768988777
TXFB-103708,2790.81
TXFB-103709,902.0
TXFB-103710,765.56
TXFB-103711,3224.46
TXFB-103712,2064.6591650548535
TXFB-103713,3073.4
TXFB-103714,674.45
TXFB-103715,2079.55
TXFB-103716,2118.28
TXFB-103717,3082.11
TXFB-103718,792.83
TXFB-103719,1221.34
TXFB-103720,1660.5221856640505
TXFB-103721,3097.52
TXFB-103722,3316.65
TXFB-103723,3478.17
TXFB-103724,3377.58
TXFB-103725,517.83
TXFB-103726,643.13
TXFB-103727,942.82
TXFB-103728,1546.59
TXFB-103729,2989.75
TXFB-103730,3177.97
TXFB-103731,1060.5
TXFB-103732,2358.99
TXFB-103733,3252.09
TXFB-103734,1891.2
TXFB-103735,810.63
TXFB-103736,1873.44
TXFB-103737,1627.38
TXFB-103738,2232.97
TXFB-103739,1815.98
TXFB-103740,552.04
TXFB-103741,3481.99
TXFB-103742,2130.62
TXFB-103743,1920.89
TXFB-103744,3363.85
TXFB-103745,967.58
TXFB-103746,1067.71
TXFB-103747,2924.04
TXFB-103748,1282.49
TXFB-103749,2897.68
TXFB-103750,1314.6
TXFB-103751,599.56
TXFB-103752,2051.04
TXFB-103753,1090.06
TXFB-103754,2773.54
TXFB-103755,2423.6
TXFB-103756,3270.81
TXFB-103757,2817.5730177676164
TXFB-103758,1042.33
TXFB-103759,2900.47
TXFB-103760,2425.21
TXFB-103761,2506.85
TXFB-103762,2996.79
TXFB-103763,2221.47
TXFB-103764,1898.01
TXFB-103765,2409.92
TXFB-103766,1393.87
TXFB-103767,1047.79
TXFB-103768,2349.76
TXFB-103769,1201.55
TXFB-103770,739.75
TXFB-103771,501.66
TXFB-103772,2324.96
TXFB-103773,1586.45
TXFB-103774,2756.93
TXFB-103775,1625.53
TXFB-103776,1958.01
TXFB-103777,1721.25
TXFB-103778,2451.72
TXFB-103779,1538.9993577174118
TXFB-103780,3391.3
TXFB-103781,3308.44
TXFB-103782,3044.08
TXFB-103783,3260.9
TXFB-103784,1847.42
TXFB-103785,2109.29
TXFB-103786,2726.28
TXFB-103787,2588.44
TXFB-103788,3172.04
TXFB-103789,2648.99
TXFB-103790,3493.65
TXFB-103791,1545.52
TXFB-103792,2908.2421982469823
TXFB-103793,2592.9
TXFB-103794,2574.16
TXFB-103795,1384.6613531627215
TXFB-103796,2856.81
TXFB-103797,3201.13
TXFB-103798,1155.65
TXFB-103799,2376.49
TXFB-103800,1676.4
TXFB-103801,3468.64
TXFB-103802,1936.5
TXFB-103803,1184.96
TXFB-103804,1645.57
TXFB-103805,2461.52
TXFB-103806,728.27
TXFB-103807,2310.81
TXFB-103808,3293.67
TXFB-103809,3051.09
TXFB-103810,703.02
TXFB-103811,3480.17
TXFB-103812,2596.18
TXFB-103813,986.84
TXFB-103814,537.25
TXFB-103815,1013.85
TXFB-103816,3014.53
TXFB-103817,564.92
TXFB-103818,1199.44
TXFB-103819,2760.612524685883
TXFB-103820,2258.33
TXFB-103821,2848.21
TXFB-103822,2738.45
TXFB-103823,651.8
TXFB-103824,3177.53
TXFB-103825,1181.1
TXFB-103826,2160.18
TXFB-103827,2432.86
TXFB-103828,1005.88
TXFB-103829,3428.69
TXFB-103830,1964.47
TXFB-103831,620.4244533472225
TXFB-103832,3311.79
TXFB-103833,2258.8
TXFB-103834,2597.58
TXFB-103835,2075.53
TXFB-103836,3004.21
TXFB-103837,599.4
TXFB-103838,1305.14
TXFB-103839,1908.95
TXFB-103840,729.81
TXFB-103841,2617.72
TXFB-103842,1680.99
TXFB-103843,1318.0
TXFB-103844,510.14
TXFB-103845,2659.49
TXFB-103846,3001.43
TXFB-103847,1685.12
TXFB-103848,2192.65
TXFB-103849,1183.06
TXFB-103850,2366.59
TXFB-103851,536.41
TXFB-103852,1965.93
TXFB-103853,2400.6007052086784
TXFB-103854,3254.58
TXFB-103855,1644.01
TXFB-103856,2795.57
TXFB-103857,2293.06
TXFB-103858,3281.04
TXFB-103859,1695.13
TXFB-103860,1457.29
TXFB-103861,3161.43
TXFB-103862,647.73
TXFB-103863,909.16
TXFB-103864,747.21
TXFB-103865,3029.33
TXFB-103866,484.56794784632757
TXFB-103867,3084.97
TXFB-103868,1853.8
TXFB-103869,512.08
TXFB-103870,1704.94
TXFB-103871,1060.4
TXFB-103872,2373.2
TXFB-103873,2538.08
TXFB-103874,1962.58
TXFB-103875,621.56
TXFB-103876,2468.39
TXFB-103877,3026.12
TXFB-103878,2660.97
TXFB-103879,2975.7525629317634
TXFB-103880,1101.53
TXFB-103881,3166.66
TXFB-103882,1466.58
TXFB-103883,540.21
TXFB-103884,3030.17
TXFB-103885,3325.46
TXFB-103886,2466.67
TXFB-103887,1194.31
TXFB-103888,1255.23
TXFB-103889,1899.78
TXFB-103890,3193.49
TXFB-103891,948.79
TXFB-103892,2977.92
TXFB-103893,1373.91
TXFB-103894,2925.76
TXFB-103895,3260.81
TXFB-103896,1782.48
TXFB-103897,1595.15
TXFB-103898,2906.66
TXFB-103899,2088.45
TXFB-103900,2553.35
TXFB-103901,2368.49
TXFB-103902,958.67
TXFB-103903,3034.37
TXFB-103904,1087.33
TXFB-103905,3296.85
TXFB-103906,1251.71
TXFB-103907,2701.64
TXFB-103908,1353.97
TXFB-103909,1453.36
TXFB-103910,1430.01
TXFB-103911,2743.68
TXFB-103912,2170.45
TXFB-103913,3148.86
TXFB-103914,1422.12
TXFB-103915,2575.98
TXFB-103916,2758.85
TXFB-103917,954.45
TXFB-103918,1701.77
TXFB-103919,1948.45
TXFB-103920,1567.06
TXFB-103921,1466.34
TXFB-103922,2559.26
TXFB-103923,1147.6
TXFB-103924,2628.17
TXFB-103925,3305.13
TXFB-103926,2195.59
TXFB-103927,2334.3
TXFB-103928,706.8
TXFB-103929,3093.43
TXFB-103930,1356.34
TXFB-103931,2345.15
TXFB-103932,3437.34
TXFB-103933,2286.51
TXFB-103934,2674.13
TXFB-103935,1835.96
TXFB-103936,681.1
TXFB-103937,2892.8
TXFB-103938,605.0
TXFB-103939,2601.97
TXFB-103940,568.76
TXFB-103941,3086.92
TXFB-103942,972.91
TXFB-103943,2042.81
TXFB-103944,2291.45
TXFB-103945,1872.64
TXFB-103946,1522.29
TXFB-103947,1903.44
TXFB-103948,1434.25
TXFB-103949,1814.37
TXFB-103950,1576.74
TXFB-103951,2198.61
TXFB-103952,1213.77
TXFB-103953,3465.97
TXFB-103954,2002.61
TXFB-103955,1082.49
TXFB-103956,1931.2
TXFB-103957,3099.25
TXFB-103958,565.42
TXFB-103959,2538.66
TXFB-103960,2143.9
TXFB-103961,1008.67
TXFB-103962,2952.43
TXFB-103963,1606.65
TXFB-103964,1381.41
TXFB-103965,2984.38
TXFB-103966,2415.58
TXFB-103967,3194.78
TXFB-103968,2389.65
TXFB-103969,2722.45
TXFB-103970,3009.34
TXFB-103971,664.22
TXFB-103972,2828.15
TXFB-103973,2341.12
TXFB-103974,708.52
TXFB-103975,2025.73
TXFB-103976,747.37
TXFB-103977,2707.84
TXFB-103978,2139.51
TXFB-103979,3271.6343645029538
TXFB-103980,1049.41
TXFB-103981,2318.1
TXFB-103982,1134.75
TXFB-103983,2342.19
TXFB-103984,2667.95
TXFB-103985,2666.91
TXFB-103986,2945.22
TXFB-103987,3060.65
TXFB-103988,731.82
TXFB-103989,1529.8
TXFB-103990,2561.37
TXFB-103991,1995.76
TXFB-103992,1072.03
TXFB-103993,2158.13
TXFB-103994,1722.31
TXFB-103995,1670.11
TXFB-103996,2929.26
TXFB-103997,1722.8
TXFB-103998,579.36
TXFB-103999,674.19
TXFB-104000,3068.73
TXFB-104001,3381.8
TXFB-104002,2565.23
TXFB-104003,1593.1
TXFB-104004,3315.8
TXFB-104005,2488.41
TXFB-104006,3033.0
TXFB-104007,2797.56
TXFB-104008,1637.42
TXFB-104009,1936.11
TXFB-104010,1016.1342478355656
TXFB-104011,1330.2305156192515
TXFB-104012,2834.38
TXFB-104013,3181.94
TXFB-104014,2673.38
TXFB-104015,1895.52
TXFB-104016,759.53
TXFB-104017,670.84
TXFB-104018,1622.98
TXFB-104019,1891.47
TXFB-104020,2327.36
TXFB-104021,519.47
TXFB-104022,3469.17
TXFB-104023,1591.82
TXFB-104024,3044.28
TXFB-104025,2104.9
TXFB-104026,891.32
TXFB-104027,2862.699341375606
TXFB-104028,2629.48
TXFB-104029,2082.31
TXFB-104030,2043.66
TXFB-104031,762.44
TXFB-104032,2467.55
TXFB-104033,3233.74
TXFB-104034,779.73
TXFB-104035,1290.53
TXFB-104036,3206.92
TXFB-104037,1353.03
TXFB-104038,2461.83
TXFB-104039,2104.45
TXFB-104040,2266.8366648129927
TXFB-104041,1703.5214377856464
TXFB-104042,1399.97
TXFB-104043,645.6
TXFB-104044,2732.84
TXFB-104045,2738.28
TXFB-104046,2512.18
TXFB-104047,2430.9
TXFB-104048,1231.15
TXFB-104049,567.03
TXFB-104050,2926.15
TXFB-104051,1973.42
TXFB-104052,1420.51
TXFB-104053,805.8
TXFB-104054,688.16
TXFB-104055,1546.6
TXFB-104056,2914.21
TXFB-104057,3256.17
TXFB-104058,3190.25
TXFB-104059,3260.0
TXFB-104060,3223.18
TXFB-104061,2081.67
TXFB-104062,1158.25
TXFB-104063,2894.14
TXFB-104064,1141.14
TXFB-104065,1301.62
TXFB-104066,1199.76
TXFB-104067,2044.95
TXFB-104068,1465.48
TXFB-104069,962.47
TXFB-104070,1859.52
TXFB-104071,3121.72
TXFB-104072,2211.66
TXFB-104073,3135.01
TXFB-104074,1087.62
TXFB-104075,1000.92
TXFB-104076,2226.73
TXFB-104077,1889.99
TXFB-104078,2480.52
TXFB-104079,2883.88
TXFB-104080,2753.92
TXFB-104081,3326.78
TXFB-104082,1694.77
TXFB-104083,1119.16
TXFB-104084,2152.74
TXFB-104085,832.23
TXFB-104086,1366.55
TXFB-104087,1123.66
TXFB-104088,1689.69
TXFB-104089,833.65
TXFB-104090,595.53
TXFB-104091,2470.38
TXFB-104092,2330.75
TXFB-104093,2625.08
TXFB-104094,2481.16
TXFB-104095,842.88
TXFB-104096,1373.24
TXFB-104097,888.58
TXFB-104098,3028.92
TXFB-104099,2740.71
TXFB-104100,1104.58
TXFB-104101,1523.93
TXFB-104102,3399.84
TXFB-104103,2282.48
TXFB-104104,2903.47
TXFB-104105,1293.77
TXFB-104106,1130.16
TXFB-104107,2851.75
TXFB-104108,2557.62
TXFB-104109,2542.93
TXFB-104110,2157.9
TXFB-104111,2190.74
TXFB-104112,2707.09
TXFB-104113,1310.01
TXFB-104114,1558.31
TXFB-104115,3114.91
TXFB-104116,1426.6
TXFB-104117,2138.93
TXFB-104118,2607.92
TXFB-104119,3499.77
TXFB-104120,1805.87
TXFB-104121,1784.28
TXFB-104122,3027.77
TXFB-104123,2916.51
TXFB-104124,2693.23
TXFB-104125,1889.69
TXFB-104126,1471.82
TXFB-104127,2326.19
TXFB-104128,3128.67
TXFB-104129,3151.33
TXFB-104130,825.5
TXFB-104131,1785.05
TXFB-104132,1894.17
TXFB-104133,3432.85
TXFB-104134,2533.99
TXFB-104135,1709.2345744023644
TXFB-104136,578.17
TXFB-104137,2196.16
TXFB-104138,788.23
TXFB-104139,3003.35
TXFB-104140,2757.56
TXFB-104141,1881.53
TXFB-104142,1787.63
TXFB-104143,3192.02
TXFB-104144,1365.38
TXFB-104145,1247.06
TXFB-104146,3317.59
TXFB-104147,2927.74
TXFB-104148,2961.88
TXFB-104149,1085.58
TXFB-104150,929.89
TXFB-104151,578.09
TXFB-104152,1211.12
TXFB-104153,2822.57
TXFB-104154,1220.12
TXFB-104155,2687.31
TXFB-104156,1255.72
TXFB-104157,1685.88
TXFB-104158,3449.49
TXFB-104159,1234.44
TXFB-104160,1629.11
TXFB-104161,1403.26
TXFB-104162,828.87
TXFB-104163,1969.68
TXFB-104164,1636.07
TXFB-104165,2584.66
TXFB-104166,2952.78
TXFB-104167,2132.75
TXFB-104168,596.59
TXFB-104169,2356.77
TXFB-104170,666.17
TXFB-104171,2349.07
TXFB-104172,2555.09
TXFB-104173,1093.3
TXFB-104174,2936.741354079583
TXFB-104175,3149.4920197846345
TXFB-104176,2939.26
TXFB-104177,1415.33
TXFB-104178,2259.93
TXFB-104179,3244.45
TXFB-104180,1461.99
TXFB-104181,2960.08
TXFB-104182,528.43
TXFB-104183,510.94
TXFB-104184,2779.13
TXFB-104185,2784.34
TXFB-104186,2866.93
TXFB-104187,3290.08
TXFB-104188,853.72
TXFB-104189,1195.95
TXFB-104190,3211.17
TXFB-104191,1031.71
TXFB-104192,2546.69
TXFB-104193,2091.39
TXFB-104194,749.58
TXFB-104195,1355.79
TXFB-104196,2061.12
TXFB-104197,3057.05
TXFB-104198,2622.62
TXFB-104199,2365.65
TXFB-104200,1988.1
TXFB-104201,1396.05
TXFB-104202,857.73
TXFB-104203,1727.23
TXFB-104204,585.56
TXFB-104205,1133.17
TXFB-104206,1797.45
TXFB-104207,1755.82
TXFB-104208,632.89
TXFB-104209,2267.18
TXFB-104210,2149.05
TXFB-104211,734.31
TXFB-104212,3329.49
TXFB-104213,798.15
TXFB-104214,3064.5
TXFB-104215,500.93
TXFB-104216,3146.84
TXFB-104217,559.16
TXFB-104218,2773.44
TXFB-104219,1585.07
TXFB-104220,2714.65
TXFB-104221,1705.24
TXFB-104222,712.72
TXFB-104223,2802.52
TXFB-104224,713.76
TXFB-104225,3266.36
TXFB-104226,652.92
TXFB-104227,1937.98
TXFB-104228,2669.1
TXFB-104229,1679.74
TXFB-104230,1151.7
TXFB-104231,2777.27
TXFB-104232,2852.88
TXFB-104233,3268.08
TXFB-104234,1628.5
TXFB-104235,2005.8828804168315
TXFB-104236,1589.39
TXFB-104237,1271.25
TXFB-104238,2753.1
TXFB-104239,1518.96
TXFB-104240,1784.45
TXFB-104241,1711.02
TXFB-104242,2637.98
TXFB-104243,3253.39
TXFB-104244,2500.27
TXFB-104245,1914.75
TXFB-104246,2837.62
TXFB-104247,2422.91
TXFB-104248,681.83
TXFB-104249,786.99
TXFB-104250,613.75
TXFB-104251,1870.45
TXFB-104252,2977.56
TXFB-104253,1439.25
TXFB-104254,1652.48
TXFB-104255,3228.43
TXFB-104256,3010.71
TXFB-104257,2495.14
TXFB-104258,1300.41
TXFB-104259,851.12
TXFB-104260,548.18
TXFB-104261,821.03
TXFB-104262,1377.79
TXFB-104263,2155.37
TXFB-104264,692.0
TXFB-104265,908.68
TXFB-104266,1043.24
TXFB-104267,2395.95
TXFB-104268,2347.37
TXFB-104269,2152.3
TXFB-104270,1251.5
TXFB-104271,1613.36
TXFB-104272,790.07
TXFB-104273,1179.38
TXFB-104274,3193.12
TXFB-104275,3439.08
TXFB-104276,2442.98
TXFB-104277,3250.47
TXFB-104278,2428.23
TXFB-104279,510.2063683095879
TXFB-104280,3490.29
TXFB-104281,796.86
TXFB-104282,2547.93
TXFB-104283,1258.51
TXFB-104284,1675.94
TXFB-104285,2437.8
TXFB-104286,1760.9252412556614
TXFB-104287,1251.64
TXFB-104288,1503.34
TXFB-104289,1524.64
TXFB-104290,3377.97
TXFB-104291,2895.84
TXFB-104292,1875.65
TXFB-104293,1099.46
TXFB-104294,2933.05
TXFB-104295,971.55
TXFB-104296,1131.39
TXFB-104297,1598.04
TXFB-104298,3141.04
TXFB-104299,895.36
TXFB-104300,866.7
TXFB-104301,1981.92
TXFB-104302,1329.23
TXFB-104303,2206.18
TXFB-104304,1854.91
TXFB-104305,1804.88
TXFB-104306,835.92
TXFB-104307,923.15
TXFB-104308,2963.24
TXFB-104309,3157.65
TXFB-104310,1204.05
TXFB-104311,765.821249110511
TXFB-104312,660.25
TXFB-104313,2324.89
TXFB-104314,2646.06
TXFB-104315,1597.7633843483222
TXFB-104316,2539.03
TXFB-104317,2638.88
