ID,PolicyNumber,Status,CancellationReasonCode,CancellationDate,IsMostRecentModel,TotalPremium,CreateTime
B_5441,TXFB-200440,Bound,,,1,2687.76,2026-04-10
B_5442,TXFB-200441,Bound,,,1,607.13,2026-04-10
B_5443,TXFB-200442,Bound,,,1,1595.49,2026-04-10
B_5444,TXFB-200443,Bound,,,1,1937.51,2026-04-10
B_5445,TXFB-200444,Bound,,,1,1059.25,2026-04-10
B_5446,TXFB-200445,Bound,,,1,860.57,2026-04-10
B_5447,TXFB-200446,Bound,,,1,3110.91,2026-04-10
B_5448,TXFB-200447,Bound,,,1,3318.29,2026-04-10
B_5449,TXFB-200448,Bound,,,1,736.42,2026-04-10
B_5450,TXFB-200449,Bound,,,1,1547.06,2026-04-10
B_5451,TXFB-200450,Bound,,,1,3374.86,2026-04-10
B_5452,TXFB-200451,Bound,,,1,749.49,2026-04-10
B_5453,TXFB-200452,Bound,,,1,2430.92,2026-04-10
B_5454,TXFB-200453,Bound,,,1,3416.66,2026-04-10
B_5455,TXFB-200454,Bound,,,1,3434.67,2026-04-10
B_5456,TXFB-200455,Bound,,,1,1913.67,2026-04-10
B_5457,TXFB-200456,Bound,,,1,988.25,2026-04-10
B_5458,TXFB-200457,Bound,,,1,1106.25,2026-04-10
B_5459,TXFB-200458,Bound,,,0,3168.8,2026-04-10
B_5460,TXFB-200459,Bound,,,1,3235.05,2026-04-10
B_5461,TXFB-200460,Bound,,,1,2323.64,2026-04-10
B_5462,TXFB-200461,Bound,,,1,2798.53,2026-04-10
B_5463,TXFB-200462,Bound,,,1,2719.79,2026-04-10
B_5464,TXFB-200463,Bound,,,1,2485.46,2026-04-10
B_5465,TXFB-200464,Bound,,,1,2981.83,2026-04-10
B_5466,TXFB-200465,Bound,,,1,2556.22,2026-04-10
B_5467,TXFB-200466,Bound,,,1,2102.01,2026-04-10
B_5468,TXFB-200467,Bound,,,1,1210.87,2026-04-10
B_5469,TXFB-200468,Bound,,,1,2731.66,2026-04-10
B_5470,TXFB-200469,Bound,,,1,1920.31,2026-04-10
B_5471,TXFB-200470,Bound,,,1,1384.38,2026-04-10
B_5472,TXFB-200471,Bound,,,1,2905.84,2026-04-10
B_5473,TXFB-200472,Bound,,,1,2590.14,2026-04-10
B_5474,TXFB-200473,Bound,,,1,3312.02,2026-04-10
B_5475,TXFB-200474,Bound,,,1,996.32,2026-04-10
B_5476,TXFB-200475,Bound,,,1,2447.57,2026-04-10
B_5477,TXFB-200476,Bound,,,1,1232.72,2026-04-10
B_5478,TXFB-200477,Bound,,,0,3210.75,2026-04-10
B_5479,TXFB-200478,Bound,,,1,798.5,2026-04-10
B_5480,TXFB-200479,Bound,,,1,2468.49,2026-04-10
B_5481,TXFB-200480,Bound,,,1,2873.26,2026-04-10
B_5482,TXFB-200481,Bound,,,1,1564.75,2026-04-10
B_5483,TXFB-200482,Bound,,,1,3362.41,2026-04-10
B_5484,TXFB-200483,Bound,,,1,3052.19,2026-04-10
B_5485,TXFB-200484,Bound,,,0,1383.85,2026-04-10
B_5486,TXFB-200485,Bound,,,1,522.62,2026-04-10
B_5487,TXFB-200486,Bound,,,0,1389.97,2026-04-10
B_5488,TXFB-200487,Bound,,,1,1343.93,2026-04-10
B_5489,TXFB-200488,Bound,,,1,3169.89,2026-04-10
B_5490,TXFB-200489,Bound,,,1,3401.36,2026-04-10
B_5491,TXFB-200490,Bound,,,1,711.32,2026-04-10
B_5492,TXFB-200491,Bound,,,0,1913.88,2026-04-10
B_5493,TXFB-200492,Bound,,,1,2145.0,2026-04-10
B_5494,TXFB-200493,Bound,,,1,778.73,2026-04-10
B_5495,TXFB-200494,Bound,,,1,1632.49,2026-04-10
B_5496,TXFB-200495,Bound,,,1,1451.25,2026-04-10
B_5497,TXFB-200496,Bound,,,1,2108.17,2026-04-10
B_5498,TXFB-200497,Bound,,,1,2483.57,2026-04-10
B_5499,TXFB-200498,Bound,,,1,2610.46,2026-04-10
B_5500,TXFB-200499,Bound,,,0,910.27,2026-04-10
B_5501,TXFB-200500,Bound,,,0,2938.84,2026-04-10
B_5502,TXFB-200501,Bound,,,0,2535.63,2026-04-10
B_5503,TXFB-200502,Bound,,,1,3167.22,2026-04-10
B_5504,TXFB-200503,Bound,,,1,1848.01,2026-04-10
B_5505,TXFB-200504,Bound,,,1,3181.67,2026-04-10
B_5506,TXFB-200505,Bound,,,1,3097.32,2026-04-10
B_5507,TXFB-200506,Bound,,,1,1815.23,2026-04-10
B_5508,TXFB-200507,Bound,,,1,1643.43,2026-04-10
B_5509,TXFB-200508,Bound,,,1,3298.44,2026-04-10
B_5510,TXFB-200509,Bound,,,1,2645.49,2026-04-10
B_5511,TXFB-200510,Bound,,,1,3284.74,2026-04-10
B_5512,TXFB-200511,Bound,,,1,2890.92,2026-04-10
B_5513,TXFB-200512,Bound,,,1,2327.89,2026-04-10
B_5514,TXFB-200513,Bound,,,1,847.56,2026-04-10
B_5515,TXFB-200514,Bound,,,1,1374.44,2026-04-10
B_5516,TXFB-200515,Bound,,,1,3406.53,2026-04-10
B_5517,TXFB-200516,Bound,,,1,1458.27,2026-04-10
B_5518,TXFB-200517,Bound,,,1,779.76,2026-04-10
B_5519,TXFB-200518,Bound,,,1,2622.66,2026-04-10
B_5520,TXFB-200519,Bound,,,1,2702.01,2026-04-10
B_5521,TXFB-200520,Bound,,,1,1356.37,2026-04-10
B_5522,TXFB-200521,Bound,,,1,1393.02,2026-04-10
B_5523,TXFB-200522,Bound,,,1,1906.68,2026-04-10
B_5524,TXFB-200523,Bound,,,1,565.37,2026-04-10
B_5525,TXFB-200524,Bound,,,1,2867.97,2026-04-10
B_5526,TXFB-200525,Bound,,,1,1451.27,2026-04-10
B_5527,TXFB-200526,Bound,,,1,3061.29,2026-04-10
B_5528,TXFB-200527,Bound,,,0,2907.89,2026-04-10
B_5529,TXFB-200528,Bound,,,1,2484.21,2026-04-10
B_5530,TXFB-200529,Bound,,,0,1474.62,2026-04-10
B_5531,TXFB-200530,Bound,,,1,2048.95,2026-04-10
B_5532,TXFB-200531,Bound,,,1,1834.49,2026-04-10
B_5533,TXFB-200532,Bound,,,1,1516.65,2026-04-10
B_5534,TXFB-200533,Bound,,,0,3044.41,2026-04-10
B_5535,TXFB-200534,Bound,,,1,1950.52,2026-04-10
B_5536,TXFB-200535,Bound,,,1,2998.17,2026-04-10
B_5537,TXFB-200536,Bound,,,1,815.66,2026-04-10
B_5538,TXFB-200537,Bound,,,0,923.07,2026-04-10
B_5539,TXFB-200538,Bound,,,1,3431.96,2026-04-10
B_5540,TXFB-200539,Bound,,,1,2263.31,2026-04-10
B_5541,TXFB-200540,Bound,,,1,2029.31,2026-04-10
B_5542,TXFB-200541,Bound,,,1,2069.47,2026-04-10
B_5543,TXFB-200542,Bound,,,1,1145.81,2026-04-10
B_5544,TXFB-200543,Bound,,,1,2656.11,2026-04-10
B_5545,TXFB-200544,Bound,,,1,754.34,2026-04-10
B_5546,TXFB-200545,Bound,,,1,2219.97,2026-04-10
B_5547,TXFB-200546,Bound,,,1,2212.31,2026-04-10
B_5548,TXFB-200547,Bound,,,1,3242.57,2026-04-10
B_5549,TXFB-200548,Bound,,,1,2078.55,2026-04-10
B_5550,TXFB-200549,Bound,,,1,911.19,2026-04-10
B_5551,TXFB-200550,Bound,,,1,2218.26,2026-04-10
B_5552,TXFB-200551,Bound,,,1,773.98,2026-04-10
B_5553,TXFB-200552,Bound,,,1,1111.38,2026-04-10
B_5554,TXFB-200553,Bound,,,1,593.33,2026-04-10
B_5555,TXFB-200554,Bound,,,1,2039.88,2026-04-10
B_5556,TXFB-200555,Bound,,,1,753.6,2026-04-10
B_5557,TXFB-200556,Bound,,,1,1908.18,2026-04-10
B_5558,TXFB-200557,Bound,,,1,3298.84,2026-04-10
B_5559,TXFB-200558,Bound,,,1,2659.28,2026-04-10
B_5560,TXFB-200559,Bound,,,1,732.24,2026-04-10
B_5561,TXFB-200560,Bound,,,1,1172.63,2026-04-10
B_5562,TXFB-200561,Bound,,,1,2520.99,2026-04-10
B_5563,TXFB-200562,Bound,,,0,3184.11,2026-04-10
B_5564,TXFB-200563,Bound,,,1,598.76,2026-04-10
B_5565,TXFB-200564,Bound,,,0,2937.35,2026-04-10
B_5566,TXFB-200565,Bound,,,1,2185.44,2026-04-10
B_5567,TXFB-200566,Bound,,,1,2138.27,2026-04-10
B_5568,TXFB-200567,Bound,,,1,3373.44,2026-04-10
B_5569,TXFB-200568,Bound,,,1,2742.93,2026-04-10
B_5570,TXFB-200569,Bound,,,1,3050.36,2026-04-10
B_5571,TXFB-200570,Bound,,,1,1561.99,2026-04-10
B_5572,TXFB-200571,Bound,,,1,2163.09,2026-04-10
B_5573,TXFB-200572,Bound,,,1,2346.22,2026-04-10
B_5574,TXFB-200573,Bound,,,1,1464.75,2026-04-10
B_5575,TXFB-200574,Bound,,,1,2210.74,2026-04-10
B_5576,TXFB-200575,Bound,,,1,1209.97,2026-04-10
B_5577,TXFB-200576,Bound,,,1,930.13,2026-04-10
B_5578,TXFB-200577,Bound,,,1,1621.91,2026-04-10
B_5579,TXFB-200578,Bound,,,1,2717.87,2026-04-10
B_5580,TXFB-200579,Bound,,,1,3248.56,2026-04-10
B_5581,TXFB-200580,Bound,,,1,1873.14,2026-04-10
B_5582,TXFB-200581,Bound,,,1,2428.47,2026-04-10
B_5583,TXFB-200582,Bound,,,1,809.11,2026-04-10
B_5584,TXFB-200583,Bound,,,1,3213.39,2026-04-10
B_5585,TXFB-200584,Bound,,,1,2205.81,2026-04-10
B_5586,TXFB-200585,Bound,,,1,2841.01,2026-04-10
B_5587,TXFB-200586,Bound,,,0,2883.32,2026-04-10
B_5588,TXFB-200587,Bound,,,1,1269.44,2026-04-10
B_5589,TXFB-200588,Bound,,,1,2087.52,2026-04-10
B_5590,TXFB-200589,Bound,,,1,3381.44,2026-04-10
B_5591,TXFB-200590,Bound,,,1,768.9,2026-04-10
B_5592,TXFB-200591,Bound,,,1,2549.15,2026-04-10
B_5593,TXFB-200592,Bound,,,1,3386.79,2026-04-10
B_5594,TXFB-200593,Bound,,,1,1401.73,2026-04-10
B_5595,TXFB-200594,Bound,,,1,3084.34,2026-04-10
B_5596,TXFB-200595,Bound,,,1,3300.97,2026-04-10
B_5597,TXFB-200596,Bound,,,1,2741.26,2026-04-10
B_5598,TXFB-200597,Bound,,,1,1193.98,2026-04-10
B_5599,TXFB-200598,Bound,,,0,1502.0,2026-04-10
B_5600,TXFB-200599,Bound,,,1,607.43,2026-04-10
B_5601,TXFB-200600,Bound,,,1,2994.36,2026-04-10
B_5602,TXFB-200601,Bound,,,1,3048.83,2026-04-10
B_5603,TXFB-200602,Bound,,,1,2398.13,2026-04-10
B_5604,TXFB-200603,Bound,,,1,1557.58,2026-04-10
B_5605,TXFB-200604,Bound,,,1,730.43,2026-04-10
B_5606,TXFB-200605,Bound,,,1,2759.17,2026-04-10
B_5607,TXFB-200606,Bound,,,1,2679.58,2026-04-10
B_5608,TXFB-200607,Bound,,,1,3237.81,2026-04-10
B_5609,TXFB-200608,Bound,,,1,2691.6,2026-04-10
B_5610,TXFB-200609,Bound,,,1,2986.08,2026-04-10
B_5611,TXFB-200610,Bound,,,1,2737.86,2026-04-10
B_5612,TXFB-200611,Bound,,,1,2392.06,2026-04-10
B_5613,TXFB-200612,Bound,,,1,1780.9,2026-04-10
B_5614,TXFB-200613,Bound,,,1,3206.35,2026-04-10
B_5615,TXFB-200614,Bound,,,1,2452.91,2026-04-10
B_5616,TXFB-200615,Bound,,,1,1695.07,2026-04-10
B_5617,TXFB-200616,Bound,,,1,750.41,2026-04-10
B_5618,TXFB-200617,Bound,,,1,1372.11,2026-04-10
B_5619,TXFB-200618,Bound,,,1,2131.18,2026-04-10
B_5620,TXFB-200619,Bound,,,1,1326.91,2026-04-10
B_5621,TXFB-200620,Bound,,,1,1163.71,2026-04-10
B_5622,TXFB-200621,Bound,,,1,2082.18,2026-04-10
B_5623,TXFB-200622,Bound,,,1,1009.46,2026-04-10
B_5624,TXFB-200623,Bound,,,1,2901.23,2026-04-10
B_5625,TXFB-200624,Bound,,,1,1953.1,2026-04-10
B_5626,TXFB-200625,Bound,,,1,2221.59,2026-04-10
B_5627,TXFB-200626,Bound,,,1,942.15,2026-04-10
B_5628,TXFB-200627,Bound,,,1,1473.73,2026-04-10
B_5629,TXFB-200628,Bound,,,1,1730.27,2026-04-10
B_5630,TXFB-200629,Bound,,,1,2924.64,2026-04-10
B_5631,TXFB-200630,Bound,,,1,2810.48,2026-04-10
B_5632,TXFB-200631,Bound,,,1,1168.93,2026-04-10
B_5633,TXFB-200632,Bound,,,1,2348.54,2026-04-10
B_5634,TXFB-200633,Bound,,,1,1230.37,2026-04-10
B_5635,TXFB-200634,Bound,,,1,3464.74,2026-04-10
B_5636,TXFB-200635,Bound,,,1,3356.37,2026-04-10
B_5637,TXFB-200636,Bound,,,1,2189.79,2026-04-10
B_5638,TXFB-200637,Bound,,,1,2596.71,2026-04-10
B_5639,TXFB-200638,Bound,,,1,2904.29,2026-04-10
B_5640,TXFB-200639,Bound,,,1,2663.0,2026-04-10
B_5641,TXFB-200640,Bound,,,1,2599.49,2026-04-10
B_5642,TXFB-200641,Bound,,,1,3375.66,2026-04-10
B_5643,TXFB-200642,Bound,,,1,2289.37,2026-04-10
B_5644,TXFB-200643,Bound,,,1,2408.91,2026-04-10
B_5645,TXFB-200644,Bound,,,1,3047.81,2026-04-10
B_5646,TXFB-200645,Bound,,,0,2509.67,2026-04-10
B_5647,TXFB-200646,Bound,,,1,2698.8,2026-04-10
B_5648,TXFB-200647,Bound,,,1,1202.51,2026-04-10
B_5649,TXFB-200648,Bound,,,1,1613.8,2026-04-10
B_5650,TXFB-200649,Bound,,,1,941.9,2026-04-10
B_5651,TXFB-200650,Bound,,,1,2017.3,2026-04-10
B_5652,TXFB-200651,Bound,,,1,1867.18,2026-04-10
B_5653,TXFB-200652,Bound,,,1,3491.49,2026-04-10
B_5654,TXFB-200653,Bound,,,1,2333.63,2026-04-10
B_5655,TXFB-200654,Bound,,,1,2859.33,2026-04-10
B_5656,TXFB-200655,Bound,,,1,1502.04,2026-04-10
B_5657,TXFB-200656,Bound,,,1,2994.64,2026-04-10
B_5658,TXFB-200657,Bound,,,1,2345.25,2026-04-10
B_5659,TXFB-200658,Bound,,,1,2590.98,2026-04-10
B_5660,TXFB-200659,Bound,,,1,1383.29,2026-04-10
B_5661,TXFB-200660,Bound,,,1,2145.92,2026-04-10
B_5662,TXFB-200661,Bound,,,0,2402.11,2026-04-10
B_5663,TXFB-200662,Bound,,,1,2267.28,2026-04-10
B_5664,TXFB-200663,Bound,,,1,3245.58,2026-04-10
B_5665,TXFB-200664,Bound,,,1,3194.82,2026-04-10
B_5666,TXFB-200665,Bound,,,1,3412.95,2026-04-10
B_5667,TXFB-200666,Bound,,,0,2502.28,2026-04-10
B_5668,TXFB-200667,Bound,,,1,3415.74,2026-04-10
B_5669,TXFB-200668,Bound,,,1,2997.43,2026-04-10
B_5670,TXFB-200669,Bound,,,0,1312.5,2026-04-10
B_5671,TXFB-200670,Bound,,,1,1782.31,2026-04-10
B_5672,TXFB-200671,Bound,,,1,1215.18,2026-04-10
B_5673,TXFB-200672,Bound,,,1,512.59,2026-04-10
B_5674,TXFB-200673,Bound,,,1,1064.15,2026-04-10
B_5675,TXFB-200674,Bound,,,0,512.18,2026-04-10
B_5676,TXFB-200675,Bound,,,1,2659.52,2026-04-10
B_5677,TXFB-200676,Bound,,,1,1776.6,2026-04-10
B_5678,TXFB-200677,Bound,,,1,1437.72,2026-04-10
B_5679,TXFB-200678,Bound,,,1,2785.16,2026-04-10
B_5680,TXFB-200679,Bound,,,1,2997.46,2026-04-10
B_5681,TXFB-200680,Bound,,,1,3425.9,2026-04-10
B_5682,TXFB-200681,Bound,,,1,2426.04,2026-04-10
B_5683,TXFB-200682,Bound,,,1,1884.59,2026-04-10
B_5684,TXFB-200683,Bound,,,1,1415.79,2026-04-10
B_5685,TXFB-200684,Bound,,,1,1166.95,2026-04-10
B_5686,TXFB-200685,Bound,,,1,1138.78,2026-04-10
B_5687,TXFB-200686,Bound,,,1,1727.57,2026-04-10
B_5688,TXFB-200687,Bound,,,0,3475.36,2026-04-10
B_5689,TXFB-200688,Bound,,,1,502.56,2026-04-10
B_5690,TXFB-200689,Bound,,,1,1091.62,2026-04-10
B_5691,TXFB-200690,Bound,,,1,1065.18,2026-04-10
B_5692,TXFB-200691,Bound,,,0,2651.36,2026-04-10
B_5693,TXFB-200692,Bound,,,1,1557.45,2026-04-10
B_5694,TXFB-200693,Bound,,,1,1871.78,2026-04-10
B_5695,TXFB-200694,Bound,,,1,945.87,2026-04-10
B_5696,TXFB-200695,Bound,,,1,1714.99,2026-04-10
B_5697,TXFB-200696,Bound,,,1,809.6,2026-04-10
B_5698,TXFB-200697,Bound,,,1,2099.13,2026-04-10
B_5699,TXFB-200698,Bound,,,1,793.82,2026-04-10
B_5700,TXFB-200699,Bound,,,1,2871.53,2026-04-10
B_5701,TXFB-200700,Bound,,,1,2199.81,2026-04-10
B_5702,TXFB-200701,Bound,,,1,2671.9,2026-04-10
B_5703,TXFB-200702,Bound,,,1,1755.55,2026-04-10
B_5704,TXFB-200703,Bound,,,1,1644.47,2026-04-10
B_5705,TXFB-200704,Bound,,,0,794.63,2026-04-10
B_5706,TXFB-200705,Bound,,,1,2071.57,2026-04-10
B_5707,TXFB-200706,Bound,,,1,2043.51,2026-04-10
B_5708,TXFB-200707,Bound,,,1,1904.31,2026-04-10
B_5709,TXFB-200708,Bound,,,1,2721.56,2026-04-10
B_5710,TXFB-200709,Bound,,,1,2997.51,2026-04-10
B_5711,TXFB-200710,Bound,,,1,2752.37,2026-04-10
B_5712,TXFB-200711,Bound,,,1,931.6,2026-04-10
B_5713,TXFB-200712,Bound,,,1,2366.18,2026-04-10
B_5714,TXFB-200713,Bound,,,1,740.97,2026-04-10
B_5715,TXFB-200714,Bound,,,1,2583.87,2026-04-10
B_5716,TXFB-200715,Bound,,,0,1645.52,2026-04-10
B_5717,TXFB-200716,Bound,,,1,897.5,2026-04-10
B_5718,TXFB-200717,Bound,,,1,3086.15,2026-04-10
B_5719,TXFB-200718,Bound,,,0,2342.03,2026-04-10
B_5720,TXFB-200719,Bound,,,1,1564.17,2026-04-10
B_5721,TXFB-200720,Bound,,,1,592.18,2026-04-10
B_5722,TXFB-200721,Bound,,,1,2111.93,2026-04-10
B_5723,TXFB-200722,Bound,,,1,3269.68,2026-04-10
B_5724,TXFB-200723,Bound,,,1,2289.14,2026-04-10
B_5725,TXFB-200724,Bound,,,1,3414.95,2026-04-10
B_5726,TXFB-200725,Bound,,,1,909.35,2026-04-10
B_5727,TXFB-200726,Bound,,,1,2204.92,2026-04-10
B_5728,TXFB-200727,Bound,,,1,2894.38,2026-04-10
B_5729,TXFB-200728,Bound,,,1,2076.62,2026-04-10
B_5730,TXFB-200729,Bound,,,1,773.2,2026-04-10
B_5731,TXFB-200730,Bound,,,1,2248.66,2026-04-10
B_5732,TXFB-200731,Bound,,,1,2335.21,2026-04-10
B_5733,TXFB-200732,Bound,,,1,2686.13,2026-04-10
B_5734,TXFB-200733,Bound,,,1,2783.63,2026-04-10
B_5735,TXFB-200734,Bound,,,1,2812.32,2026-04-10
B_5736,TXFB-200735,Bound,,,1,2490.33,2026-04-10
B_5737,TXFB-200736,Bound,,,1,1147.43,2026-04-10
B_5738,TXFB-200737,Bound,,,1,1712.71,2026-04-10
B_5739,TXFB-200738,Bound,,,1,2828.39,2026-04-10
B_5740,TXFB-200739,Bound,,,1,3360.28,2026-04-10
B_5741,TXFB-200740,Bound,,,1,736.84,2026-04-10
B_5742,TXFB-200741,Bound,,,1,2106.61,2026-04-10
B_5743,TXFB-200742,Bound,,,1,1437.57,2026-04-10
B_5744,TXFB-200743,Bound,,,1,1176.18,2026-04-10
B_5745,TXFB-200744,Bound,,,1,2017.43,2026-04-10
B_5746,TXFB-200745,Bound,,,1,2318.27,2026-04-10
B_5747,TXFB-200746,Bound,,,1,529.32,2026-04-10
B_5748,TXFB-200747,Bound,,,1,2840.62,2026-04-10
B_5749,TXFB-200748,Bound,,,1,2959.65,2026-04-10
B_5750,TXFB-200749,Bound,,,0,3396.53,2026-04-10
B_5751,TXFB-200750,Bound,,,1,1041.93,2026-04-10
B_5752,TXFB-200751,Bound,,,1,2283.66,2026-04-10
B_5753,TXFB-200752,Bound,,,1,1779.88,2026-04-10
B_5754,TXFB-200753,Bound,,,1,1504.48,2026-04-10
B_5755,TXFB-200754,Bound,,,1,2196.9,2026-04-10
B_5756,TXFB-200755,Bound,,,1,2847.15,2026-04-10
B_5757,TXFB-200756,Bound,,,1,569.16,2026-04-10
B_5758,TXFB-200757,Bound,,,1,3408.2,2026-04-10
B_5759,TXFB-200758,Bound,,,1,2929.64,2026-04-10
B_5760,TXFB-200759,Bound,,,1,2753.46,2026-04-10
B_5761,TXFB-200760,Bound,,,0,2781.16,2026-04-10
B_5762,TXFB-200761,Bound,,,1,1667.18,2026-04-10
B_5763,TXFB-200762,Bound,,,1,2754.86,2026-04-10
B_5764,TXFB-200763,Bound,,,1,1660.31,2026-04-10
B_5765,TXFB-200764,Bound,,,1,3196.12,2026-04-10
B_5766,TXFB-200765,Bound,,,1,1031.67,2026-04-10
B_5767,TXFB-200766,Bound,,,1,1377.04,2026-04-10
B_5768,TXFB-200767,Bound,,,1,2154.01,2026-04-10
B_5769,TXFB-200768,Bound,,,1,1457.63,2026-04-10
B_5770,TXFB-200769,Bound,,,1,1772.71,2026-04-10
B_5771,TXFB-200770,Bound,,,1,1977.27,2026-04-10
B_5772,TXFB-200771,Bound,,,1,3069.06,2026-04-10
B_5773,TXFB-200772,Bound,,,1,2069.58,2026-04-10
B_5774,TXFB-200773,Bound,,,1,1587.38,2026-04-10
B_5775,TXFB-200774,Bound,,,1,1243.21,2026-04-10
B_5776,TXFB-200775,Bound,,,0,1726.03,2026-04-10
B_5777,TXFB-200776,Bound,,,1,2047.21,2026-04-10
B_5778,TXFB-200777,Bound,,,1,2738.34,2026-04-10
B_5779,TXFB-200778,Bound,,,1,863.15,2026-04-10
B_5780,TXFB-200779,Bound,,,1,1164.83,2026-04-10
B_5781,TXFB-200780,Bound,,,1,1638.96,2026-04-10
B_5782,TXFB-200781,Bound,,,1,1581.2,2026-04-10
B_5783,TXFB-200782,Bound,,,1,1675.24,2026-04-10
B_5784,TXFB-200783,Bound,,,1,2880.56,2026-04-10
B_5785,TXFB-200784,Bound,,,1,1472.46,2026-04-10
B_5786,TXFB-200785,Bound,,,0,2005.69,2026-04-10
B_5787,TXFB-200786,Bound,,,1,2371.72,2026-04-10
B_5788,TXFB-200787,Bound,,,0,1196.54,2026-04-10
B_5789,TXFB-200788,Bound,,,1,2656.09,2026-04-10
B_5790,TXFB-200789,Bound,,,1,2141.33,2026-04-10
B_5791,TXFB-200790,Bound,,,1,1840.34,2026-04-10
B_5792,TXFB-200791,Bound,,,1,2929.35,2026-04-10
B_5793,TXFB-200792,Bound,,,1,1230.49,2026-04-10
B_5794,TXFB-200793,Bound,,,1,3149.53,2026-04-10
B_5795,TXFB-200794,Bound,,,1,2183.15,2026-04-10
B_5796,TXFB-200795,Bound,,,1,2327.52,2026-04-10
B_5797,TXFB-200796,Bound,,,1,3125.18,2026-04-10
B_5798,TXFB-200797,Bound,,,1,2952.75,2026-04-10
B_5799,TXFB-200798,Bound,,,1,2304.69,2026-04-10
B_5800,TXFB-200799,Bound,,,0,2759.56,2026-04-10
B_5801,TXFB-200800,Bound,,,1,1799.96,2026-04-10
B_5802,TXFB-200801,Bound,,,1,2142.13,2026-04-10
B_5803,TXFB-200802,Bound,,,0,686.21,2026-04-10
B_5804,TXFB-200803,Bound,,,1,769.57,2026-04-10
B_5805,TXFB-200804,Bound,,,1,2988.28,2026-04-10
B_5806,TXFB-200805,Bound,,,0,679.01,2026-04-10
B_5807,TXFB-200806,Bound,,,1,1008.2,2026-04-10
B_5808,TXFB-200807,Bound,,,1,2887.5,2026-04-10
B_5809,TXFB-200808,Bound,,,1,503.44,2026-04-10
B_5810,TXFB-200809,Bound,,,1,1347.21,2026-04-10
B_5811,TXFB-200810,Bound,,,1,2252.12,2026-04-10
B_5812,TXFB-200811,Bound,,,1,2286.35,2026-04-10
B_5813,TXFB-200812,Bound,,,1,2831.46,2026-04-10
B_5814,TXFB-200813,Bound,,,1,2017.78,2026-04-10
B_5815,TXFB-200814,Bound,,,1,2028.21,2026-04-10
B_5816,TXFB-200815,Bound,,,1,2675.93,2026-04-10
B_5817,TXFB-200816,Bound,,,1,1995.87,2026-04-10
B_5818,TXFB-200817,Bound,,,1,2325.47,2026-04-10
B_5819,TXFB-200818,Bound,,,1,3193.32,2026-04-10
B_5820,TXFB-200819,Bound,,,1,1704.35,2026-04-10
B_5821,TXFB-200820,Bound,,,1,1655.38,2026-04-10
B_5822,TXFB-200821,Bound,,,0,510.65,2026-04-10
B_5823,TXFB-200822,Bound,,,1,2340.28,2026-04-10
B_5824,TXFB-200823,Bound,,,1,589.32,2026-04-10
B_5825,TXFB-200824,Bound,,,1,2012.45,2026-04-10
B_5826,TXFB-200825,Bound,,,1,2912.7,2026-04-10
B_5827,TXFB-200826,Bound,,,0,2149.76,2026-04-10
B_5828,TXFB-200827,Bound,,,1,1308.91,2026-04-10
B_5829,TXFB-200828,Bound,,,1,2858.51,2026-04-10
B_5830,TXFB-200829,Bound,,,1,1309.15,2026-04-10
B_5831,TXFB-200830,Bound,,,1,2699.1,2026-04-10
B_5832,TXFB-200831,Bound,,,1,2330.78,2026-04-10
B_5833,TXFB-200832,Bound,,,1,1009.99,2026-04-10
B_5834,TXFB-200833,Bound,,,1,3215.4,2026-04-10
B_5835,TXFB-200834,Bound,,,1,1101.93,2026-04-10
B_5836,TXFB-200835,Bound,,,1,3468.76,2026-04-10
B_5837,TXFB-200836,Bound,,,1,521.93,2026-04-10
B_5838,TXFB-200837,Bound,,,1,1290.45,2026-04-10
B_5839,TXFB-200838,Bound,,,1,1099.58,2026-04-10
B_5840,TXFB-200839,Bound,,,1,541.98,2026-04-10
B_5841,TXFB-200840,Bound,,,1,2697.1,2026-04-10
B_5842,TXFB-200841,Bound,,,1,2580.28,2026-04-10
B_5843,TXFB-200842,Bound,,,1,2877.05,2026-04-10
B_5844,TXFB-200843,Bound,,,1,1270.1,2026-04-10
B_5845,TXFB-200844,Bound,,,1,1833.01,2026-04-10
B_5846,TXFB-200845,Bound,,,1,2477.34,2026-04-10
B_5847,TXFB-200846,Bound,,,1,1819.31,2026-04-10
B_5848,TXFB-200847,Bound,,,1,2591.98,2026-04-10
B_5849,TXFB-200848,Bound,,,1,2401.92,2026-04-10
B_5850,TXFB-200849,Bound,,,0,843.94,2026-04-10
B_5851,TXFB-200850,Bound,,,1,2843.13,2026-04-10
B_5852,TXFB-200851,Bound,,,1,2662.03,2026-04-10
B_5853,TXFB-200852,Bound,,,1,2467.5,2026-04-10
B_5854,TXFB-200853,Bound,,,1,965.28,2026-04-10
B_5855,TXFB-200854,Bound,,,1,1303.99,2026-04-10
B_5856,TXFB-200855,Bound,,,1,1679.53,2026-04-10
B_5857,TXFB-200856,Bound,,,1,1339.79,2026-04-10
B_5858,TXFB-200857,Bound,,,1,1183.43,2026-04-10
B_5859,TXFB-200858,Bound,,,1,2916.07,2026-04-10
B_5860,TXFB-200859,Bound,,,1,2414.7,2026-04-10
B_5861,TXFB-200860,Bound,,,1,2196.42,2026-04-10
B_5862,TXFB-200861,Bound,,,1,1177.86,2026-04-10
B_5863,TXFB-200862,Bound,,,1,3254.23,2026-04-10
B_5864,TXFB-200863,Bound,,,1,1073.55,2026-04-10
